ItemNo,Manufacturer Part No,CostPrice,Wimood_Target_Margin,Median_Achieved_Margin_Pct,Competitor_Margin_Pct,CompetitorStatus,SMB01,SMB02,SMB03,SMB04,SMB05,SMB06,SMB07,SMB08,SMB09,SMB10,SMB11,SMB12,SMB13,SMB14,SMB15,SMB16,SMB17,SMB18,SMB19,SMB20,supplierName,LTM Turnover (DKK)
W127041829,UACC-AOC-SFP10-20M,40.62,0.13,0.0761,0.0615,Used,0.0615,0.0703,0.0703,0.0703,0.0703,0.0703,0.0741,0.0778,0.0816,0.0853,0.0891,0.0928,0.0966,0.1003,0.1041,0.1078,0.1116,0.1153,0.1191,0.1228,ALLNET Deutschland,35662.204541
W127081589,UBB,369.26,0.0532,0.0643,0.0276,Used,0.0276,0.0496,0.0496,0.0496,0.0496,0.0496,0.0534,0.0571,0.0609,0.0646,0.0683,0.0721,0.0759,0.0796,0.0834,0.0871,0.0909,0.0946,0.0984,0.1021,ALLNET Deutschland,1061671.784064
W128881704,USW-PRO-MAX-16,207.71,-0.001,0.0526,0.0276,Used,0.025,0.0426,0.0426,0.0426,0.0426,0.0426,0.0463,0.0501,0.0538,0.0576,0.0613,0.0651,0.0688,0.0726,0.0764,0.0801,0.0838,0.0876,0.0914,0.0951,ALLNET Deutschland,747575.643139
UAP-AC-HD,UAP-AC-HD,225.39,,0.0715,,No Competitor Data,0.069,0.0715,0.0715,0.0715,0.0715,0.0715,0.0752,0.079,0.0828,0.0865,0.0902,0.094,0.0978,0.1015,0.1053,0.109,0.1128,0.1165,0.1203,0.124,No comp data,652584.588165
W129015525,UACC-PSU-12V-550W-EU,117.24,,0.0526,,No Competitor Data,0.0501,0.0526,0.0526,0.0526,0.0526,0.0526,0.0563,0.0601,0.0639,0.0676,0.0713,0.0751,0.0789,0.0826,0.0863,0.0901,0.0939,0.0976,0.1013,0.1051,No comp data,31444.271895
W128460013,UACC-PSU-27V-250W,101.55,,0.0811,,No Competitor Data,0.0811,0.0811,0.0811,0.0811,0.0811,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,No comp data,900.291315
W129111971,UACC-AOC-QSFP28-30M,161.55,,0.0854,,No Competitor Data,0.0854,0.0854,0.0854,0.0854,0.0854,0.0854,0.0891,0.0929,0.0966,0.1004,0.1041,0.1079,0.1116,0.1154,0.1191,0.1229,0.1266,0.13,0.13,0.13,No comp data,10036.119442
PS-5AC,PS-5AC,204.94,0.0252,0.0527,,No Main Competitor,0.0252,0.0527,0.0527,0.0527,0.0527,0.0527,0.0564,0.0602,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,No comp data,155509.896904
W128864004,UICARE-UCG-ULTRA-EU-D,89.98,-0.8283,0.0814,,No Main Competitor,0.025,0.0814,0.0814,0.0814,0.0814,0.0814,0.0852,0.0889,0.0927,0.0964,0.1002,0.1039,0.1077,0.1114,0.1152,0.1189,0.1227,0.1264,0.13,0.13,No comp data,28084.823051
W129048437,UVC-G5-PTZ-B,212.32,0.0371,0.0788,0.0359,Used,0.0359,0.0617,0.0617,0.0617,0.0617,0.0617,0.0654,0.0692,0.073,0.0767,0.0804,0.0842,0.088,0.0917,0.0954,0.0992,0.1029,0.1067,0.1104,0.1142,ALLNET Deutschland,180319.352945
W125824979,QUICK-MOUNT,14.77,0.0203,0.0681,,No Main Competitor,0.025,0.0681,0.0681,0.0681,0.0681,0.0681,0.0718,0.0756,0.0793,0.0831,0.0868,0.0906,0.0943,0.0981,0.1018,0.1056,0.1093,0.1131,0.1168,0.1206,No comp data,116402.094166
W126082551,UISP-CABLE-CARRIER,129.24,0.1328,0.0672,,No Main Competitor,0.0672,0.0672,0.0672,0.0672,0.0672,0.0672,0.0709,0.0747,0.0784,0.0822,0.0859,0.0897,0.0934,0.0972,0.1009,0.1047,0.1084,0.1122,0.1159,0.1197,No comp data,118094.576717
W129126314,U7-LR,116.32,0.0471,0.0594,0.023,Outlier - Excluded,0.0471,0.0594,0.0594,0.0594,0.0594,0.0594,0.0631,0.0669,0.0707,0.0744,0.0782,0.0819,0.0857,0.0894,0.0932,0.0969,0.1007,0.1044,0.1082,0.1119,ALLNET Deutschland,8506252.050184
W128980892,UICARE-UMR-INDUSTRIAL-EU-D,173.48,-0.8104,0.0761,,No Main Competitor,0.025,0.0761,0.0761,0.0761,0.0761,0.0761,0.0799,0.0836,0.0873,0.0911,0.0948,0.0986,0.1023,0.1061,0.1098,0.1136,0.1173,0.1211,0.1248,0.1286,No comp data,52401.457222
W128888580,UA-INTERCOM-VIEWER-3,331.41,0.0232,0.0834,,No Main Competitor,0.025,0.0834,0.0834,0.0834,0.0834,0.0834,0.0872,0.0909,0.0946,0.0984,0.1022,0.1059,0.1096,0.1134,0.1172,0.1209,0.1246,0.1284,0.13,0.13,No comp data,287910.683169
W129012196,UA-G3-FLEX-B,129.95,0.1528,0.0792,0.0221,Outlier - Excluded,0.0767,0.0792,0.0792,0.0792,0.0792,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,0.1205,0.1242,0.128,0.13,ALLNET Deutschland,360323.034789
W129012582,UACC-CABLE-PATCH-OUTDOOR-C6A-8M-W,14.77,,0.0812,0.0616,Used,0.0616,0.0734,0.0734,0.0734,0.0734,0.0734,0.0771,0.0809,0.0847,0.0884,0.0921,0.0959,0.0997,0.1034,0.1071,0.1109,0.1147,0.1184,0.1221,0.1259,ALLNET Deutschland,16289.110184
W128377757,UDW,784.67,0.0051,0.0654,,No Main Competitor,0.025,0.0654,0.0654,0.0654,0.0654,0.0654,0.0692,0.0729,0.0766,0.0804,0.0841,0.0879,0.0916,0.0954,0.0991,0.1029,0.1066,0.1104,0.1141,0.1179,No comp data,383226.326173
W129147762,UACC-ETH-SP-DIN,21.23,,0.0616,,No Competitor Data,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0654,0.0691,0.0728,0.0766,0.0804,0.0841,0.0878,0.0916,0.0954,0.0991,0.1028,0.1066,0.1104,0.1141,No comp data,32742.859483
W128920258,UICARE-UVC-G5-DOME-ULTRA-B-D,80.72,-0.7958,0.0701,,No Main Competitor,0.025,0.0701,0.0701,0.0701,0.0701,0.0701,0.0738,0.0776,0.0813,0.0851,0.0888,0.0926,0.0963,0.1001,0.1038,0.1076,0.1114,0.1151,0.1188,0.1226,No comp data,126.741693
W125727579,USW-PRO-24,294.48,0.0123,0.0638,0.1351,Outlier - Excluded,0.025,0.0638,0.0638,0.0638,0.0638,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,Wortmann AG,1278675.045349
W129147844,UICARE-USW-WAN-RJ45-EU-D,225.84,-0.8176,0.077,,No Main Competitor,0.025,0.077,0.077,0.077,0.077,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,0.1258,0.1295,No comp data,4212.289861
W128445473,UISP-FIBER-XG,77.54,,0.0639,,No Competitor Data,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,0.1127,0.1164,No comp data,22100.878635
RP-5AC-GEN2,RP-5AC-GEN2,168.01,0.0226,0.0686,,No Main Competitor,0.025,0.0686,0.0686,0.0686,0.0686,0.0686,0.0723,0.0761,0.0798,0.0836,0.0873,0.0911,0.0948,0.0986,0.1023,0.1061,0.1098,0.1136,0.1173,0.1211,No comp data,698326.04689
W129247932,UACC-G6-PRO-360-FM-W,29.3,0.0614,0.1222,,No Main Competitor,0.0614,0.1222,0.1222,0.1222,0.1222,0.1222,0.1232,0.1242,0.1251,0.1261,0.1271,0.128,0.129,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,2847.027646
W129042610,UACC-OFC-S2-LULU-1M-50,133.86,,0.0555,0.0616,Used,0.0555,0.0579,0.0579,0.0579,0.0579,0.0579,0.0617,0.0654,0.0691,0.0729,0.0766,0.0804,0.0841,0.0879,0.0916,0.0954,0.0991,0.1029,0.1066,0.1104,ALLNET Deutschland,34252.379073
W129252725,UICARE-UVC-AI-PTZ-PRECISION-B-D,344.3,,0.0813,,No Competitor Data,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0851,0.0888,0.0926,0.0963,0.1001,0.1038,0.1076,0.1113,0.1151,0.1188,0.1226,0.1263,0.13,0.13,No comp data,668.897069
W125935142,UVC-G4-DOME,140.32,,0.0695,,No Competitor Data,0.067,0.0695,0.0695,0.0695,0.0695,0.0695,0.0732,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,No comp data,31467.776595
W129276165,UICARE-USW-AGGREGATION-EU-D_BOM_LICENSE,40.1,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,2243.568258
W127043307,UACC-CABLE-PATCH-OUTDOOR-3M-W,4.52,0.0841,0.0856,,No Main Competitor,0.0841,0.0856,0.0856,0.0856,0.0856,0.0856,0.0893,0.0931,0.0969,0.1006,0.1043,0.1081,0.1119,0.1156,0.1194,0.1231,0.1269,0.13,0.13,0.13,No comp data,9638.56667
W129012199,UACC-ADAPTER-AC-210W,61.85,0.1253,0.0638,0.2766,Outlier - Excluded,0.0613,0.0638,0.0638,0.0638,0.0638,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,Wortmann AG,584810.237321
W129234728,UACC-ADAPTER-RJ45-USBC-5GE,36.0,0.025,0.0713,,No Main Competitor,0.025,0.0713,0.0713,0.0713,0.0713,0.0713,0.0751,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,0.12,0.1238,No comp data,91711.241281
W128445506,CK-ENTERPRISE,3783.94,0.0147,0.0663,,No Main Competitor,0.025,0.0663,0.0663,0.0663,0.0663,0.0663,0.0701,0.0738,0.0775,0.0813,0.085,0.0888,0.0925,0.0963,0.1,0.1038,0.1075,0.1113,0.115,0.1188,No comp data,334563.183127
W127222001,UISP-CONNECTOR-SHD,15.69,0.1262,0.0792,0.0618,Used,0.0618,0.0723,0.0723,0.0723,0.0723,0.0723,0.0761,0.0798,0.0835,0.0873,0.0911,0.0948,0.0985,0.1023,0.1061,0.1098,0.1135,0.1173,0.1211,0.1248,ALLNET Deutschland,21670.970523
W129046973,U7-LITE,73.85,0.0467,0.0753,0.0276,Outlier - Excluded,0.0467,0.0753,0.0753,0.0753,0.0753,0.0753,0.0791,0.0828,0.0866,0.0903,0.0941,0.0978,0.1016,0.1053,0.1091,0.1128,0.1166,0.1203,0.1241,0.1278,ALLNET Deutschland,13922206.708071
W126837547,UDM-SE,377.56,0.0353,0.0659,0.0277,Used,0.0277,0.0506,0.0506,0.0506,0.0506,0.0506,0.0543,0.0581,0.0618,0.0656,0.0693,0.0731,0.0768,0.0806,0.0843,0.0881,0.0918,0.0956,0.0993,0.1031,ALLNET Deutschland,9977880.930157
W126990974,UACC-AOC-SFP10-5M,28.62,0.1286,0.0531,0.0615,Used,0.0531,0.0565,0.0565,0.0565,0.0565,0.0565,0.0603,0.064,0.0678,0.0715,0.0752,0.079,0.0828,0.0865,0.0902,0.094,0.0978,0.1015,0.1053,0.109,ALLNET Deutschland,80692.505041
W129042619,UACC-OFC-MA-MPMP-60M,212.32,,0.0891,,No Competitor Data,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0929,0.0966,0.1003,0.1041,0.1079,0.1116,0.1154,0.1191,0.1229,0.1266,0.13,0.13,0.13,0.13,No comp data,20380.261793
W128377755,U6+,74.77,0.0459,0.0695,0.0239,Outlier - Excluded,0.0459,0.0695,0.0695,0.0695,0.0695,0.0695,0.0732,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,Wortmann AG,11752273.609955
W129009659,UACC-AE,20.31,0.0881,0.0686,0.0276,Used,0.0276,0.0522,0.0522,0.0522,0.0522,0.0522,0.0559,0.0597,0.0634,0.0672,0.0709,0.0747,0.0784,0.0822,0.0859,0.0897,0.0934,0.0972,0.1009,0.1047,ALLNET Deutschland,38879.075942
NBE-16-WM,NBE-16-WM,4.62,,0.0824,,No Competitor Data,0.0799,0.0824,0.0824,0.0824,0.0824,0.0824,0.0862,0.0899,0.0936,0.0974,0.1012,0.1049,0.1086,0.1124,0.1162,0.1199,0.1236,0.1274,0.13,0.13,No comp data,2014.844596
W128862566,UACC-INTERCOM-FM,36.0,0.1417,0.0754,,No Main Competitor,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0791,0.0829,0.0866,0.0904,0.0941,0.0979,0.1016,0.1054,0.1091,0.1129,0.1166,0.1204,0.1241,0.1279,No comp data,18931.768313
W129042595,UICARE-UA-G3-SK-PRO-D,483.45,-0.7956,0.0413,,No Main Competitor,0.025,0.0413,0.0413,0.0413,0.0413,0.0413,0.045,0.0488,0.0525,0.0563,0.06,0.0638,0.0675,0.0713,0.0751,0.0788,0.0825,0.0863,0.09,0.0938,No comp data,9140.574974
W127025952,UACC-OM-SM-10G-D-2,65.54,0.0772,0.064,0.0461,Used,0.0461,0.0568,0.0568,0.0568,0.0568,0.0568,0.0605,0.0643,0.068,0.0718,0.0755,0.0793,0.083,0.0868,0.0905,0.0943,0.098,0.1018,0.1055,0.1093,ALLNET Deutschland,1030654.855363
W128853808,UVC-G5-DOME-ULTRA,64.39,0.0374,0.0765,0.0247,Outlier - Excluded,0.0374,0.0765,0.0765,0.0765,0.0765,0.0765,0.0803,0.084,0.0878,0.0915,0.0953,0.099,0.1028,0.1065,0.1103,0.114,0.1178,0.1215,0.1253,0.129,ALLNET Deutschland,764916.050095
W128909068,UACC-AI-PRO-ENHANCER,135.7,0.0133,0.0766,0.0359,Used,0.025,0.0603,0.0603,0.0603,0.0603,0.0603,0.064,0.0678,0.0716,0.0753,0.0791,0.0828,0.0866,0.0903,0.0941,0.0978,0.1016,0.1053,0.1091,0.1128,ALLNET Deutschland,59461.578076
W128862567,UACC-INTERCOM-SUNSHIELD,36.0,,0.054,,No Competitor Data,0.054,0.054,0.054,0.054,0.054,0.054,0.0578,0.0615,0.0653,0.069,0.0728,0.0765,0.0803,0.084,0.0878,0.0915,0.0953,0.099,0.1028,0.1065,No comp data,20769.832579
W125840958,USW-PRO-48,442.18,0.0233,0.0526,0.0277,Used,0.025,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,3228486.537722
W128909070,UACC-AP-AM,21.23,0.0692,0.057,0.0278,Used,0.0278,0.0453,0.0453,0.0453,0.0453,0.0453,0.0491,0.0528,0.0566,0.0603,0.064,0.0678,0.0716,0.0753,0.0791,0.0828,0.0866,0.0903,0.0941,0.0978,ALLNET Deutschland,162961.685218
W129265040,UVC-DOORBELL-LITE-W,75.47,0.0335,0.074,0.0264,Outlier - Excluded,0.0335,0.074,0.074,0.074,0.074,0.074,0.0777,0.0815,0.0853,0.089,0.0927,0.0965,0.1003,0.104,0.1077,0.1115,0.1153,0.119,0.1227,0.1265,ALLNET Deutschland,18149.12903
W128863985,UICARE-USW-PRO-MAX-24-EU-D,396.59,-0.8182,0.0526,,No Main Competitor,0.025,0.0526,0.0526,0.0526,0.0526,0.0526,0.0563,0.0601,0.0639,0.0676,0.0713,0.0751,0.0789,0.0826,0.0863,0.0901,0.0939,0.0976,0.1013,0.1051,No comp data,27277.095902
W128435116,UVC-G4 DOORBELL PRO POE KIT,295.4,0.0284,0.0652,,No Main Competitor,0.0284,0.0652,0.0652,0.0652,0.0652,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,0.0989,0.1027,0.1064,0.1102,0.1139,0.1177,No comp data,1073730.012903
W129042606,UICARE-USW-FLEX-2.5G-8-EU-D,141.42,-0.8253,0.0489,,No Main Competitor,0.025,0.0489,0.0489,0.0489,0.0489,0.0489,0.0526,0.0564,0.0601,0.0639,0.0677,0.0714,0.0751,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,No comp data,9082.06253
POE-24-24W-5P,POE-24-24W-5P,36.0,,0.092,0.0358,Outlier - Excluded,0.0895,0.092,0.092,0.092,0.092,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,0.1258,0.1295,0.13,0.13,0.13,0.13,ALLNET Deutschland,6066.834643
W127111086,UP-SENSE,43.39,0.127,0.0527,0.0277,Used,0.0277,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,152166.4926
F-POE-G2,F-POE-G2,21.23,0.1211,0.0572,0.0278,Used,0.0278,0.0454,0.0454,0.0454,0.0454,0.0454,0.0491,0.0529,0.0566,0.0604,0.0641,0.0679,0.0717,0.0754,0.0791,0.0829,0.0866,0.0904,0.0941,0.0979,ALLNET Deutschland,50709.160058
W129265041,UICARE-UNAS-PRO-8-EU-D,735.27,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,6072.57567
W128445470,UISP-FIBER-OLT-XGS,2431.63,,0.0855,,No Competitor Data,0.083,0.0855,0.0855,0.0855,0.0855,0.0855,0.0893,0.093,0.0968,0.1005,0.1043,0.108,0.1118,0.1155,0.1193,0.123,0.1268,0.13,0.13,0.13,No comp data,74104.108232
W129012198,UA-G3-SK,199.2,0.011,0.066,0.0477,Used,0.025,0.0587,0.0587,0.0587,0.0587,0.0587,0.0624,0.0662,0.07,0.0737,0.0775,0.0812,0.085,0.0887,0.0925,0.0962,0.1,0.1037,0.1075,0.1112,ALLNET Deutschland,452538.881896
W128407313,UACC-CABLE-PT-1.5M,9.69,,0.0635,,No Competitor Data,0.061,0.0635,0.0635,0.0635,0.0635,0.0635,0.0672,0.071,0.0747,0.0785,0.0822,0.086,0.0897,0.0935,0.0973,0.101,0.1047,0.1085,0.1123,0.116,No comp data,1396.507023
W129042585,UA-CARD-W-10,22.16,0.1462,0.0527,0.0275,Used,0.0275,0.0426,0.0426,0.0426,0.0426,0.0426,0.0463,0.0501,0.0538,0.0576,0.0613,0.0651,0.0688,0.0726,0.0764,0.0801,0.0838,0.0876,0.0914,0.0951,ALLNET Deutschland,37410.046149
W128955381,UACC-FM-17CM,22.16,0.1146,0.0639,,No Main Competitor,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,0.1127,0.1164,No comp data,242499.045358
AMO-5G10,AMO-5G10,83.08,0.1423,0.0674,0.0277,Used,0.0277,0.0515,0.0515,0.0515,0.0515,0.0515,0.0553,0.059,0.0628,0.0665,0.0703,0.074,0.0777,0.0815,0.0853,0.089,0.0927,0.0965,0.1003,0.104,ALLNET Deutschland,141801.217843
W129042608,UACC-OFC-M2-LULU-0.5M-50,129.24,,0.0592,,No Competitor Data,0.0567,0.0592,0.0592,0.0592,0.0592,0.0592,0.063,0.0667,0.0704,0.0742,0.078,0.0817,0.0854,0.0892,0.093,0.0967,0.1004,0.1042,0.108,0.1117,No comp data,16201.888687
W128986561,UACC-KEYSTONE-COUPLER-C6,21.23,0.1823,0.0681,0.0617,Used,0.0617,0.0655,0.0655,0.0655,0.0655,0.0655,0.0692,0.073,0.0768,0.0805,0.0843,0.088,0.0918,0.0955,0.0993,0.103,0.1068,0.1105,0.1143,0.118,ALLNET Deutschland,90645.976521
W129265038,USL-ENTRY,29.3,0.0614,0.0857,0.0038,Outlier - Excluded,0.0614,0.0857,0.0857,0.0857,0.0857,0.0857,0.0895,0.0932,0.097,0.1007,0.1045,0.1082,0.112,0.1157,0.1195,0.1232,0.127,0.13,0.13,0.13,ALLNET Deutschland,12596.982916
UF-OLT,UF-OLT,1107.77,0.1437,0.0549,0.0277,Used,0.0277,0.044,0.044,0.044,0.044,0.044,0.0478,0.0515,0.0553,0.059,0.0628,0.0665,0.0703,0.074,0.0777,0.0815,0.0853,0.089,0.0927,0.0965,ALLNET Deutschland,105773.808171
INS-3AF-O-G,INS-3AF-O-G,14.77,0.0494,0.0668,0.0359,Used,0.0359,0.0544,0.0544,0.0544,0.0544,0.0544,0.0582,0.0619,0.0657,0.0694,0.0732,0.0769,0.0807,0.0844,0.0882,0.0919,0.0957,0.0994,0.1032,0.1069,ALLNET Deutschland,127608.353139
PBE-5AC-GEN2-5,PBE-5AC-GEN2-5,400.74,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,19942.009824
HORN-5-30,HORN-5-30,53.54,,0.0938,0.0276,Outlier - Excluded,0.0938,0.0938,0.0938,0.0938,0.0938,0.0938,0.0976,0.1013,0.1051,0.1088,0.1126,0.1163,0.1201,0.1238,0.1275,0.13,0.13,0.13,0.13,0.13,ALLNET Deutschland,6103.956554
LOCOM5,LOCOM5,45.23,0.0546,0.0791,0.2147,Outlier - Excluded,0.0546,0.0791,0.0791,0.0791,0.0791,0.0791,0.0829,0.0866,0.0903,0.0941,0.0979,0.1016,0.1053,0.1091,0.1129,0.1166,0.1203,0.1241,0.1278,0.13,Wortmann AG,203056.7738
W128863984,UICARE-USW-24-POE-EU-D,343.17,-0.8018,0.0811,,No Main Competitor,0.025,0.0811,0.0811,0.0811,0.0811,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,No comp data,75927.207125
W128854539,UACC-CAMERA-CJB-W,36.93,0.0479,0.0556,,No Main Competitor,0.0479,0.0556,0.0556,0.0556,0.0556,0.0556,0.0593,0.0631,0.0668,0.0706,0.0743,0.0781,0.0818,0.0856,0.0893,0.0931,0.0968,0.1006,0.1043,0.1081,No comp data,168155.260651
W128113440,WAVE-NANO,211.4,0.0388,0.0714,,No Main Competitor,0.0388,0.0714,0.0714,0.0714,0.0714,0.0714,0.0751,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,0.1127,0.1164,0.1202,0.1239,No comp data,704601.250231
LOCOM2,LOCOM2,33.23,0.1556,0.0736,,No Main Competitor,0.0736,0.0736,0.0736,0.0736,0.0736,0.0736,0.0774,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,No comp data,138903.226195
W129242801,UVC-G6-PRO-360-W,374.65,0.033,0.1297,0.0337,Outlier - Excluded,0.033,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1298,0.1298,0.1298,0.1299,0.1299,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,ALLNET Deutschland,287402.179355
W127041831,UACC-AOC-SFP28-10M,48.0,,0.0674,0.6241,Outlier - Excluded,0.0674,0.0674,0.0674,0.0674,0.0674,0.0674,0.0712,0.0749,0.0786,0.0824,0.0862,0.0899,0.0936,0.0974,0.1012,0.1049,0.1086,0.1124,0.1162,0.1199,Wortmann AG,9768.405875
W126203904,U-CABLE-PATCH-RJ45-50,69.24,0.0427,0.0753,0.0615,Used,0.0427,0.0698,0.0698,0.0698,0.0698,0.0698,0.0736,0.0773,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1073,0.1111,0.1148,0.1186,0.1223,ALLNET Deutschland,299312.546149
W128986552,UACC-OFC-M2-LULU-30M,23.08,,0.0819,,No Competitor Data,0.0794,0.0819,0.0819,0.0819,0.0819,0.0819,0.0856,0.0894,0.0931,0.0969,0.1006,0.1044,0.1081,0.1119,0.1156,0.1194,0.1231,0.1269,0.13,0.13,No comp data,7465.174011
W128996414,UACC-G5-DOME-ULTRA-FM-SB-W,28.62,0.1775,0.0637,,No Main Competitor,0.0637,0.0637,0.0637,0.0637,0.0637,0.0637,0.0674,0.0712,0.075,0.0787,0.0825,0.0862,0.09,0.0937,0.0975,0.1012,0.105,0.1087,0.1125,0.1162,No comp data,12361.886745
NSM2,NSM2,60.0,0.03,0.0699,0.0277,Outlier - Excluded,0.03,0.0699,0.0699,0.0699,0.0699,0.0699,0.0737,0.0774,0.0811,0.0849,0.0887,0.0924,0.0961,0.0999,0.1037,0.1074,0.1111,0.1149,0.1187,0.1224,ALLNET Deutschland,61801.28479
W129050197,UACC-G5-PTZ-PM-B,13.85,0.0498,0.1039,,No Main Competitor,0.0498,0.1039,0.1039,0.1039,0.1039,0.1039,0.1072,0.1104,0.1137,0.1169,0.1202,0.1235,0.1267,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,1365.052116
W126203916,U-CABLE-PATCH-3M-RJ45-BK,3.05,0.0721,0.0801,,No Main Competitor,0.0721,0.0801,0.0801,0.0801,0.0801,0.0801,0.0838,0.0876,0.0914,0.0951,0.0988,0.1026,0.1064,0.1101,0.1138,0.1176,0.1213,0.1251,0.1288,0.13,No comp data,30317.381876
W129287154,UACC-PRO-BULLET-ENHANCER-B,132.72,0.0526,0.0526,,No Main Competitor,0.0526,0.0526,0.0526,0.0526,0.0526,0.0526,0.0563,0.0601,0.0639,0.0676,0.0713,0.0751,0.0789,0.0826,0.0863,0.0901,0.0939,0.0976,0.1013,0.1051,No comp data,28703.363159
W128986570,UACC-CAMERA-DM-B,43.39,0.0394,0.0653,,No Main Competitor,0.0394,0.0653,0.0653,0.0653,0.0653,0.0653,0.0691,0.0728,0.0766,0.0803,0.0841,0.0878,0.0916,0.0953,0.0991,0.1028,0.1066,0.1103,0.1141,0.1178,No comp data,45538.864283
W127111093,LBE-5AC-XR,96.01,,,0.5118,Outlier - Excluded,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,ALLNET Deutschland,21791.12
W126887966,UACC-DAC-SFP10-3M,14.77,0.0427,0.0567,0.0616,Used,0.0427,0.0587,0.0587,0.0587,0.0587,0.0587,0.0624,0.0662,0.07,0.0737,0.0775,0.0812,0.085,0.0887,0.0925,0.0962,0.1,0.1037,0.1075,0.1112,ALLNET Deutschland,330393.918495
W129042626,UACC-UPLINK-SFP28-0.15M-10,183.7,,0.0792,,No Competitor Data,0.0792,0.0792,0.0792,0.0792,0.0792,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,0.1205,0.1242,0.128,0.13,No comp data,46526.829082
AM-5AC22-45,AM-5AC22-45,133.86,0.1333,0.0989,,No Main Competitor,0.0989,0.0989,0.0989,0.0989,0.0989,0.0989,0.1027,0.1064,0.1102,0.1139,0.1177,0.1214,0.1252,0.1289,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,22582.378351
